Pango lineage,,,,,,,,,,,,,,,,,,,
taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note,pango_lineage_unaliased,sample,method,depth
Consensus_UT-UPHL-240124288971_seqkit_30_threshold_0.6_quality_20,BA.2,,,Omicron (BA.2-like),0.68,0.02,scorpio call: Alt alleles 42; Ref alleles 1; Amb alleles 18; Oth alleles 1,SCORPIO_v0.1.12,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.32,scorpio called lineage BA.2,B.1.1.529.2,UT-UPHL-240124288971,seqkit,30
Consensus_UT-UPHL-240124288971_seqkit_400_threshold_0.6_quality_20,JN.1.4,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: JN.1.4(1/1),B.1.1.529.2.86.1.1.4,UT-UPHL-240124288971,seqkit,400
Consensus_UT-UPHL-240124288971_seqkit_5000_threshold_0.6_quality_20,JN.1.4,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 4; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: JN.1.4(1/1),B.1.1.529.2.86.1.1.4,UT-UPHL-240124288971,seqkit,5000
Consensus_UT-UPHL-240124288971_seqkit_500_threshold_0.6_quality_20,JN.1.4,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: JN.1.4(1/1),B.1.1.529.2.86.1.1.4,UT-UPHL-240124288971,seqkit,500
Consensus_UT-UPHL-240124288971_seqkit_50_threshold_0.6_quality_20,JN.1.4,0,,Omicron (BA.2-like),0.82,0.03,scorpio call: Alt alleles 51; Ref alleles 2; Amb alleles 6; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.2,Usher placements: JN.1.4(1/1),B.1.1.529.2.86.1.1.4,UT-UPHL-240124288971,seqkit,50
Consensus_UT-UPHL-240124304140_bbnorm_10000_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,10000
Consensus_UT-UPHL-240124304140_bbnorm_1000_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,1000
Consensus_UT-UPHL-240124304140_bbnorm_100_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.94,0.01,scorpio call: Alt alleles 79; Ref alleles 1; Amb alleles 1; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,100
Consensus_UT-UPHL-240124304140_bbnorm_10_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.89,0.01,scorpio call: Alt alleles 75; Ref alleles 1; Amb alleles 5; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.11,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,10
Consensus_UT-UPHL-240124304140_bbnorm_200_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,200
Consensus_UT-UPHL-240124304140_bbnorm_300_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,300
Consensus_UT-UPHL-240124304140_bbnorm_30_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.92,0.01,scorpio call: Alt alleles 77; Ref alleles 1; Amb alleles 3; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,30
Consensus_UT-UPHL-240124304140_bbnorm_400_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,400
Consensus_UT-UPHL-240124304140_bbnorm_5000_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,5000
Consensus_UT-UPHL-240124304140_bbnorm_500_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,500
Consensus_UT-UPHL-240124304140_bbnorm_50_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.93,0.01,scorpio call: Alt alleles 78; Ref alleles 1; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,bbnorm,50
Consensus_UT-UPHL-240124304140_raw_all_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,raw,all
Consensus_UT-UPHL-240124304140_seqkit_10000_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,10000
Consensus_UT-UPHL-240124304140_seqkit_1000_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,1000
Consensus_UT-UPHL-240124304140_seqkit_100_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,100
Consensus_UT-UPHL-240124304140_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.64,,Unassigned,UT-UPHL-240124304140,seqkit,10
Consensus_UT-UPHL-240124304140_seqkit_200_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,200
Consensus_UT-UPHL-240124304140_seqkit_300_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,300
Consensus_UT-UPHL-240124304140_seqkit_30_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.83,0.01,scorpio call: Alt alleles 70; Ref alleles 1; Amb alleles 9; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.17,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,30
Consensus_UT-UPHL-240124304140_seqkit_400_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,400
Consensus_UT-UPHL-240124304140_seqkit_5000_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,5000
Consensus_UT-UPHL-240124304140_seqkit_500_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.95,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,500
Consensus_UT-UPHL-240124304140_seqkit_50_threshold_0.6_quality_20,HV.1,0,,Omicron (XBB.1-like),0.92,0.01,scorpio call: Alt alleles 77; Ref alleles 1; Amb alleles 3; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: HV.1(1/1),XBB.1.9.2.5.1.6.1,UT-UPHL-240124304140,seqkit,50
Consensus_UT-UPHL-240124309144_bbnorm_10000_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,10000
Consensus_UT-UPHL-240124309144_bbnorm_1000_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,1000
Consensus_UT-UPHL-240124309144_bbnorm_100_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,100
Consensus_UT-UPHL-240124309144_bbnorm_10_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.83,0.01,scorpio call: Alt alleles 74; Ref alleles 1; Amb alleles 9; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.18,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,10
Consensus_UT-UPHL-240124309144_bbnorm_200_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,200
Consensus_UT-UPHL-240124309144_bbnorm_300_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,300
Consensus_UT-UPHL-240124309144_bbnorm_30_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (Unassigned),0.78,0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 6; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.23,Usher placements: XBB.1.16.6(1/1); scorpio found insufficient support to assign a specific lineage,XBB.1.16.6,UT-UPHL-240124309144,bbnorm,30
Consensus_UT-UPHL-240124309144_bbnorm_400_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,400
Consensus_UT-UPHL-240124309144_bbnorm_5000_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,5000
Consensus_UT-UPHL-240124309144_bbnorm_500_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,500
Consensus_UT-UPHL-240124309144_bbnorm_50_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.91,0.01,scorpio call: Alt alleles 81; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,bbnorm,50
Consensus_UT-UPHL-240124309144_raw_all_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.9,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 4; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,raw,all
Consensus_UT-UPHL-240124309144_seqkit_10000_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.89,0.01,scorpio call: Alt alleles 79; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,10000
Consensus_UT-UPHL-240124309144_seqkit_1000_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.89,0.01,scorpio call: Alt alleles 79; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,1000
Consensus_UT-UPHL-240124309144_seqkit_100_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.8,0.01,scorpio call: Alt alleles 71; Ref alleles 1; Amb alleles 13; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.23,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,100
Consensus_UT-UPHL-240124309144_seqkit_10_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.44,0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 17; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.66,,Unassigned,UT-UPHL-240124309144,seqkit,10
Consensus_UT-UPHL-240124309144_seqkit_200_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.82,0.01,scorpio call: Alt alleles 73; Ref alleles 1; Amb alleles 11; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.19,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,200
Consensus_UT-UPHL-240124309144_seqkit_300_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.83,0.01,scorpio call: Alt alleles 74; Ref alleles 1; Amb alleles 10; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.17,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,300
Consensus_UT-UPHL-240124309144_seqkit_30_threshold_0.6_quality_20,Unassigned,,,Omicron (Unassigned),0.72,0,scorpio call: Alt alleles 23; Ref alleles 0; Amb alleles 8; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.35,,Unassigned,UT-UPHL-240124309144,seqkit,30
Consensus_UT-UPHL-240124309144_seqkit_400_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.85,0.01,scorpio call: Alt alleles 76; Ref alleles 1; Amb alleles 7; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.13,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,400
Consensus_UT-UPHL-240124309144_seqkit_5000_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.9,0.01,scorpio call: Alt alleles 80; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,5000
Consensus_UT-UPHL-240124309144_seqkit_500_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (XBB.1.16-like),0.88,0.01,scorpio call: Alt alleles 78; Ref alleles 1; Amb alleles 5; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: XBB.1.16.6(1/1),XBB.1.16.6,UT-UPHL-240124309144,seqkit,500
Consensus_UT-UPHL-240124309144_seqkit_50_threshold_0.6_quality_20,XBB.1.16.6,0,,Omicron (Unassigned),0.78,0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 6; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.28,Usher placements: XBB.1.16.6(1/1); scorpio found insufficient support to assign a specific lineage,XBB.1.16.6,UT-UPHL-240124309144,seqkit,50
Consensus_UT-UPHL-240124380152_bbnorm_10000_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,10000
Consensus_UT-UPHL-240124380152_bbnorm_1000_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,1000
Consensus_UT-UPHL-240124380152_bbnorm_100_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,100
Consensus_UT-UPHL-240124380152_bbnorm_10_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.83,0.01,scorpio call: Alt alleles 74; Ref alleles 1; Amb alleles 9; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.13,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,10
Consensus_UT-UPHL-240124380152_bbnorm_200_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,200
Consensus_UT-UPHL-240124380152_bbnorm_300_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,300
Consensus_UT-UPHL-240124380152_bbnorm_30_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,30
Consensus_UT-UPHL-240124380152_bbnorm_400_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,400
Consensus_UT-UPHL-240124380152_bbnorm_5000_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,5000
Consensus_UT-UPHL-240124380152_bbnorm_500_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.94,0.01,scorpio call: Alt alleles 84; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,500
Consensus_UT-UPHL-240124380152_bbnorm_50_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.93,0.01,scorpio call: Alt alleles 83; Ref alleles 1; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,bbnorm,50
Consensus_UT-UPHL-240124380152_raw_all_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.89,0.01,scorpio call: Alt alleles 79; Ref alleles 1; Amb alleles 5; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,raw,all
Consensus_UT-UPHL-240124380152_seqkit_10000_threshold_0.6_quality_20,XBB.1.16.15,0,,Omicron (XBB.1.16-like),0.89,0.01,scorpio call: Alt alleles 79; Ref alleles 1; Amb alleles 1; Oth alleles 8,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XBB.1.16.15(1/1),XBB.1.16.15,UT-UPHL-240124380152,seqkit,10000
